ranking,name,score,link
242,Kemono no Souja Erin,8.31,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
243,Blue Lock,8.30,https://myanimelist.net/anime/49596/Blue_Lock
244,Detective Conan Movie 06: The Phantom of Baker Street,8.30,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
245,Diamond no Ace: Second Season,8.30,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
246,Hibike! Euphonium 2,8.30,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
247,IDOLiSH7 Third Beat! Part 2,8.30,https://myanimelist.net/anime/46654/IDOLiSH7_Third_Beat_Part_2
248,Kuroko no Basket 3rd Season,8.30,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
249,Tenki no Ko,8.30,https://myanimelist.net/anime/38826/Tenki_no_Ko
250,Kino no Tabi: The Beautiful World,8.29,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
251,Major: World Series,8.29,https://myanimelist.net/anime/11917/Major__World_Series
252,Rurouni Kenshin: Meiji Kenkaku Romantan,8.29,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
253,Shinsekai yori,8.29,https://myanimelist.net/anime/13125/Shinsekai_yori
254,Shirobako,8.29,https://myanimelist.net/anime/25835/Shirobako
255,Steins;Gate: Oukoubakko no Poriomania,8.29,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
256,Ashita no Joe,8.29,https://myanimelist.net/anime/2402/Ashita_no_Joe
257,Beck,8.29,https://myanimelist.net/anime/57/Beck
258,Doukyuusei (Movie),8.29,https://myanimelist.net/anime/30346/Doukyuusei_Movie
259,Dr. Stone,8.29,https://myanimelist.net/anime/38691/Dr_Stone
260,Gintama: Shinyaku Benizakura-hen,8.29,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
261,Hotarubi no Mori e,8.29,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
262,Fate/Zero,8.28,https://myanimelist.net/anime/10087/Fate_Zero
263,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.28,https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu
264,Redline,8.28,https://myanimelist.net/anime/6675/Redline
265,Tsubasa: Tokyo Revelations,8.28,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
266,World Trigger 3rd Season,8.28,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
267,Yuru Camp△,8.27,https://myanimelist.net/anime/34798/Yuru_Camp△
268,86,8.27,https://myanimelist.net/anime/41457/86
269,Gin no Saji 2nd Season,8.27,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
270,Golden Kamuy 4th Season,8.27,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
271,Gyakkyou Burai Kaiji: Ultimate Survivor,8.27,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
272,Initial D Final Stage,8.27,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
273,Kono Subarashii Sekai ni Shukufuku wo! 2,8.27,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
274,Koukaku Kidoutai,8.27,https://myanimelist.net/anime/43/Koukaku_Kidoutai
275,Nodame Cantabile,8.27,https://myanimelist.net/anime/1698/Nodame_Cantabile
276,Ramayana: The Legend of Prince Rama,8.27,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
277,Stranger: Mukou Hadan,8.27,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
278,Tokyo Godfathers,8.27,https://myanimelist.net/anime/759/Tokyo_Godfathers
279,Planetes,8.26,https://myanimelist.net/anime/329/Planetes
280,Sono Bisque Doll wa Koi wo Suru,8.26,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
281,Space☆Dandy 2nd Season,8.26,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
282,Tenkuu no Shiro Laputa,8.26,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
283,Yuukoku no Moriarty Part 2,8.26,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2
284,Ao Ashi,8.26,https://myanimelist.net/anime/49052/Ao_Ashi
285,Bakemono no Ko,8.26,https://myanimelist.net/anime/28805/Bakemono_no_Ko
286,Diamond no Ace: Act II,8.26,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
287,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,8.26,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen
288,Hajime no Ippo: Champion Road,8.26,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
289,Holo no Graffiti,8.26,https://myanimelist.net/anime/44042/Holo_no_Graffiti
290,Hunter x Hunter: Greed Island Final,8.26,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
291,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.25,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
292,Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
293,Kuroshitsuji Movie: Book of the Atlantic,8.25,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
294,Naruto: Shippuuden,8.25,https://myanimelist.net/anime/1735/Naruto__Shippuuden
295,Non Non Biyori Movie: Vacation,8.25,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
296,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.25,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
297,Sennen Joyuu,8.25,https://myanimelist.net/anime/1033/Sennen_Joyuu
298,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.25,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
299,Tonari no Totoro,8.25,https://myanimelist.net/anime/523/Tonari_no_Totoro
300,Kotarou wa Hitorigurashi,8.24,https://myanimelist.net/anime/49909/Kotarou_wa_Hitorigurashi
301,Nodame Cantabile: Finale,8.24,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale
302,Re:Zero kara Hajimeru Isekai Seikatsu,8.24,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
303,Sasaki to Miyano,8.24,https://myanimelist.net/anime/44055/Sasaki_to_Miyano
304,Danshi Koukousei no Nichijou,8.24,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
305,Detective Conan: Episode One - The Great Detective Turned Small,8.24,https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small
306,Dororo,8.24,https://myanimelist.net/anime/37520/Dororo
307,Golden Kamuy 2nd Season,8.24,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
308,Great Pretender,8.24,https://myanimelist.net/anime/40052/Great_Pretender
309,Youjo Senki Movie,8.24,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
310,Major S3,8.23,https://myanimelist.net/anime/1842/Major_S3
311,One Piece Movie 14: Stampede,8.23,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
312,Ookami to Koushinryou,8.23,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
313,Hajime no Ippo: Mashiba vs. Kimura,8.23,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
314,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season
315,Bungou Stray Dogs 3rd Season,8.22,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season
316,Fruits Basket 1st Season,8.22,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season
317,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.22,https://myanimelist.net/anime/51805/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Sakubou
318,Trigun,8.22,https://myanimelist.net/anime/6/Trigun
319,Wu Liuqi: Zui Qiang Fa Xing Shi,8.22,https://myanimelist.net/anime/40784/Wu_Liuqi__Zui_Qiang_Fa_Xing_Shi
320,xxxHOLiC◆Kei,8.22,https://myanimelist.net/anime/3091/xxxHOLiC◆Kei
321,Kono Sekai no Katasumi ni,8.22,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni
322,Kuroko no Basket 2nd Season,8.22,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
323,Magi: The Kingdom of Magic,8.22,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
324,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
325,Majo no Takkyuubin,8.22,https://myanimelist.net/anime/512/Majo_no_Takkyuubin
326,Major S1,8.22,https://myanimelist.net/anime/627/Major_S1
327,Mimi wo Sumaseba,8.22,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba
328,SKET Dance,8.22,https://myanimelist.net/anime/9863/SKET_Dance
329,Lycoris Recoil,8.21,https://myanimelist.net/anime/50709/Lycoris_Recoil
330,Quanzhi Gaoshou Specials,8.21,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials
331,ReLIFE: Kanketsu-hen,8.21,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
332,Tanoshii Muumin Ikka,8.21,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
333,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,https://myanimelist.net/anime/372/Cardcaptor_Sakura_Movie_2__Fuuin_Sareta_Card
334,Detective Conan Movie 13: The Raven Chaser,8.21,https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
335,Hachimitsu to Clover II,8.21,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
336,IDOLiSH7 Third Beat!,8.21,https://myanimelist.net/anime/45577/IDOLiSH7_Third_Beat
337,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.21,https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean
338,Kaguya-hime no Monogatari,8.21,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
339,Kamisama Hajimemashita◎,8.21,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎
340,Vanitas no Karte Part 2,8.21,https://myanimelist.net/anime/49114/Vanitas_no_Karte_Part_2
341,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.21,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
342,xxxHOLiC Rou,8.20,https://myanimelist.net/anime/6864/xxxHOLiC_Rou
343,Major S2,8.20,https://myanimelist.net/anime/558/Major_S2
344,Major S4,8.20,https://myanimelist.net/anime/3226/Major_S4
345,No Game No Life: Zero,8.20,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero
346,Nomad: Megalo Box 2,8.20,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2
347,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.20,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen
348,Shoujo Shuumatsu Ryokou,8.20,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou
349,Berserk: Ougon Jidai-hen III - Kourin,8.20,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin
350,Horimiya,8.20,https://myanimelist.net/anime/42897/Horimiya
351,InuYasha: Kanketsu-hen,8.20,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
352,Asobi Asobase,8.19,https://myanimelist.net/anime/37171/Asobi_Asobase
353,Bakuman.,8.19,https://myanimelist.net/anime/7674/Bakuman
354,Ballroom e Youkoso,8.19,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso
355,Bungou Stray Dogs 2nd Season,8.19,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season
356,Chihayafuru,8.19,https://myanimelist.net/anime/10800/Chihayafuru
357,Fate/stay night: Unlimited Blade Works,8.19,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
358,Haikyuu!! Movie 4: Concept no Tatakai,8.19,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai
359,Hunter x Hunter: Greed Island,8.19,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
360,Yoru wa Mijikashi Arukeyo Otome,8.19,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome
361,Little Busters! Refrain,8.19,https://myanimelist.net/anime/18195/Little_Busters_Refrain
362,Liz to Aoi Tori,8.19,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori
363,Maison Ikkoku,8.19,https://myanimelist.net/anime/1453/Maison_Ikkoku
364,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,https://myanimelist.net/anime/19123/One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
365,Paripi Koumei,8.19,https://myanimelist.net/anime/50380/Paripi_Koumei
366,Senki Zesshou Symphogear XV,8.19,https://myanimelist.net/anime/32843/Senki_Zesshou_Symphogear_XV
367,Shoujo Kakumei Utena,8.19,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
368,Stand By Me Doraemon 2,8.19,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2
369,Non Non Biyori Repeat,8.18,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat
370,Toaru Kagaku no Railgun T,8.18,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T
371,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.18,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower
372,Girls & Panzer Movie,8.18,https://myanimelist.net/anime/18617/Girls___Panzer_Movie
373,Higurashi no Naku Koro ni Kai,8.18,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai
374,Yojouhan Time Machine Blues,8.18,https://myanimelist.net/anime/49590/Yojouhan_Time_Machine_Blues
375,Luo Xiao Hei Zhan Ji (Movie),8.17,https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie
376,Aria the Natural,8.17,https://myanimelist.net/anime/962/Aria_the_Natural
377,Black Lagoon: The Second Barrage,8.17,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage
378,Detective Conan,8.17,https://myanimelist.net/anime/235/Detective_Conan
379,Detective Conan Movie 20: The Darkest Nightmare,8.17,https://myanimelist.net/anime/32005/Detective_Conan_Movie_20__The_Darkest_Nightmare
380,Digimon Adventure: Last Evolution Kizuna,8.17,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna
381,Dr. Stone: Stone Wars,8.17,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars
382,Girls & Panzer: Saishuushou Part 3,8.17,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3
383,K-On!!,8.17,https://myanimelist.net/anime/7791/K-On
384,Akira,8.16,https://myanimelist.net/anime/47/Akira
385,Cardcaptor Sakura,8.16,https://myanimelist.net/anime/232/Cardcaptor_Sakura
386,Death Parade,8.16,https://myanimelist.net/anime/28223/Death_Parade
387,Dragon Ball Z,8.16,https://myanimelist.net/anime/813/Dragon_Ball_Z
388,Initial D Fourth Stage,8.16,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
389,Initial D Second Stage,8.16,https://myanimelist.net/anime/186/Initial_D_Second_Stage
390,Yuukoku no Moriarty,8.16,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty
391,Major: Message,8.16,https://myanimelist.net/anime/9890/Major__Message
392,Noragami Aragoto,8.16,https://myanimelist.net/anime/30503/Noragami_Aragoto
393,Ouran Koukou Host Club,8.16,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
394,Shokugeki no Souma,8.16,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
395,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.16,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
396,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.15,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen
397,Lupin III: Cagliostro no Shiro,8.15,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro
398,Made in Abyss Movie 1: Tabidachi no Yoake,8.15,https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake
399,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.15,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha
400,Dragon Ball Super: Broly,8.15,https://myanimelist.net/anime/36946/Dragon_Ball_Super__Broly
401,Eiga Daisuki Pompo-san,8.15,https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san
402,Given: Uragawa no Sonzai,8.15,https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai
403,IDOLiSH7 Second Beat!,8.15,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat
404,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,8.15,https://myanimelist.net/anime/50325/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic_Teaser_PV_-_Ishigami_Yuu_wa_Kataritai
405,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.15,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
406,Working!!! Lord of the Takanashi,8.15,https://myanimelist.net/anime/31715/Working_Lord_of_the_Takanashi
407,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.14,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season
408,Lupin III: Part 5,8.14,https://myanimelist.net/anime/35857/Lupin_III__Part_5
409,Nisemonogatari,8.14,https://myanimelist.net/anime/11597/Nisemonogatari
410,Nodame Cantabile: Paris-hen,8.14,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
411,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.14,https://myanimelist.net/anime/49521/Non_Non_Biyori_Nonstop__Bukatsu_wo_Ganbatta
412,One Piece Film: Z,8.14,https://myanimelist.net/anime/12859/One_Piece_Film__Z
413,Seirei no Moribito,8.14,https://myanimelist.net/anime/1827/Seirei_no_Moribito
414,Tensei shitara Slime Datta Ken,8.14,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
415,Black Clover,8.14,https://myanimelist.net/anime/34572/Black_Clover
416,Gankutsuou,8.14,https://myanimelist.net/anime/239/Gankutsuou
417,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.14,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
418,Given Movie,8.14,https://myanimelist.net/anime/40421/Given_Movie
419,Hinamatsuri (TV),8.14,https://myanimelist.net/anime/36296/Hinamatsuri_TV
420,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.14,https://myanimelist.net/anime/51367/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_2
421,Kaiba,8.14,https://myanimelist.net/anime/3701/Kaiba
422,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.13,https://myanimelist.net/anime/10534/Doraemon_Movie_31__Shin_Nobita_to_Tetsujin_Heidan_-_Habatake_Tenshi-tachi
423,Eizouken ni wa Te wo Dasu na!,8.13,https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na
424,Haikyuu!! Movie 3: Sainou to Sense,8.13,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
425,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,https://myanimelist.net/anime/731/Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
426,Katekyo Hitman Reborn!,8.13,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
427,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.13,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
428,Princess Tutu,8.13,https://myanimelist.net/anime/721/Princess_Tutu
429,Kuragehime,8.12,https://myanimelist.net/anime/8129/Kuragehime
430,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.12,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna
431,Toki wo Kakeru Shoujo,8.12,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
432,Boku no Hero Academia 2nd Season,8.12,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
433,Detective Conan Movie 05: Countdown to Heaven,8.12,https://myanimelist.net/anime/1364/Detective_Conan_Movie_05__Countdown_to_Heaven
434,Detective Conan Movie 14: The Lost Ship in the Sky,8.12,https://myanimelist.net/anime/6467/Detective_Conan_Movie_14__The_Lost_Ship_in_the_Sky
435,Fullmetal Alchemist,8.12,https://myanimelist.net/anime/121/Fullmetal_Alchemist
436,Ginga Eiyuu Densetsu Gaiden,8.12,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
437,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,https://myanimelist.net/anime/25313/Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
438,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.12,https://myanimelist.net/anime/39592/Kidou_Senshi_Gundam__The_Origin_-_Zenya_Akai_Suisei
439,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.11,https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me
440,Detroit Metal City,8.11,https://myanimelist.net/anime/3702/Detroit_Metal_City
441,Diamond no Ace,8.11,https://myanimelist.net/anime/18689/Diamond_no_Ace
442,Durarara!!,8.11,https://myanimelist.net/anime/6746/Durarara
443,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.11,https://myanimelist.net/anime/32122/Gintama°__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
444,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.11,https://myanimelist.net/anime/40815/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_2nd_Season
445,Kaze Tachinu,8.11,https://myanimelist.net/anime/16662/Kaze_Tachinu
446,Kidou Senshi Gundam 00,8.11,https://myanimelist.net/anime/2581/Kidou_Senshi_Gundam_00
447,Kono Subarashii Sekai ni Shukufuku wo!,8.11,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo
448,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.11,https://myanimelist.net/anime/1566/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society
449,Mahoutsukai no Yome: Hoshi Matsu Hito,8.11,https://myanimelist.net/anime/32902/Mahoutsukai_no_Yome__Hoshi_Matsu_Hito
450,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,https://myanimelist.net/anime/40542/Saiki_Kusuo_no_Ψ-nan__Ψ-shidou-hen
451,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,https://myanimelist.net/anime/29831/Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
452,Kuroko no Basket: Saikou no Present desu,8.10,https://myanimelist.net/anime/31051/Kuroko_no_Basket__Saikou_no_Present_desu
